"","basisOfRecord","scientificName","family","genus","decimalLongitude","decimalLatitude","stateProvince","year","month","country","catalogNumber","institutionCode","county","locality"
"649","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-117.238945,32.75642,"California",2021,1,"United States of America","OBS1062626756","CLO","San Diego","San Diego River--Robb Field & mudflats"
"650","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-119.58042,35.76412,"California",2021,1,"United States of America","OBS1054235435","CLO","Kern","Kern National Wildlife Refuge, Wasco US-CA 35.76412, -119.58042"
"651","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-121.44374,38.157692,"California",2021,1,"United States of America","OBS1041280295","CLO","San Joaquin","Woodbridge Ecological Reserve (Isenberg Crane Reserve)"
"652","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-115.91488,33.503365,"California",2021,1,"United States of America","OBS1050200854","CLO","Riverside","Salton Sea SRA--Headquarters and Campground"
"653","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-119.26277,34.231674,"California",2021,1,"United States of America","OBS1056812932","CLO","Ventura","Santa Clara River Estuary"
"654","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-124.27546,40.683308,"California",2021,1,"United States of America","OBS1043458121","CLO","Humboldt","Eel River Wildlife Area--Ocean Ranch Unit"
"655","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-120.84825,35.321102,"California",2021,1,"United States of America","OBS1063300874","CLO","San Luis Obispo","Doris Street Coastal Access"
"656","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-117.27371,33.012005,"California",2021,1,"United States of America","OBS1042214987","CLO","San Diego","San Elijo Lagoon--Nature Center & adjacent trails"
"657","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-117.27245,33.003563,"California",2021,1,"United States of America","OBS1050994578","CLO","San Diego","San Elijo Lagoon--Rios Ave. entrance"
"658","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-122.25007,37.521053,"California",2021,1,"United States of America","OBS1054874887","CLO","San Mateo","Nob Hill Pond"
"659","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-118.08245,33.981018,"California",2021,1,"United States of America","OBS1053315496","CLO","Los Angeles","San Gabriel Coastal Basin Spreading Grounds"
"660","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-120.83833,35.331646,"California",2021,1,"United States of America","OBS1062607627","CLO","San Luis Obispo","Morro Bay--Audubon overlook"
"661","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-117.238945,32.75642,"California",2021,1,"United States of America","OBS1062822358","CLO","San Diego","San Diego River--Robb Field & mudflats"
"662","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-117.12536,32.56339,"California",2021,1,"United States of America","OBS1062785156","CLO","San Diego","Tijuana Slough NWR--South McCoy Trail area"
"663","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-122.88272,38.026897,"California",2021,1,"United States of America","OBS1051053640","CLO","Marin","Pt. Reyes--Limantour Beach Path"
"664","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-121.80146,36.837246,"California",2021,1,"United States of America","OBS1051743329","CLO","Monterey","Zmudowski SB"
"665","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-121.83614,39.32288,"California",2021,1,"United States of America","OBS1055904952","CLO","Butte","Gray Lodge Wildlife Area"
"666","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-122.09735,37.555523,"California",2021,1,"United States of America","OBS1045871081","CLO","Alameda","Coyote Hills Regional Park--Bayview Trail"
"667","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-117.238945,32.75642,"California",2021,1,"United States of America","OBS1041645759","CLO","San Diego","San Diego River--Robb Field & mudflats"
"668","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-117.238945,32.75642,"California",2021,1,"United States of America","OBS1041626952","CLO","San Diego","San Diego River--Robb Field & mudflats"
"669","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-115.709724,33.082695,"California",2021,1,"United States of America","OBS1048811323","CLO","Imperial","Salton Sea NWR--Unit 1 (no public access north of observation deck)"
"670","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-122.09231,37.561844,"California",2021,1,"United States of America","OBS1048748583","CLO","Alameda","Alameda Creek Trail--Coyote Hills Regional Park"
"671","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-120.62203,37.167942,"California",2021,1,"United States of America","OBS1074446446","CLO","Merced","Merced NWR--Auto Loop"
"672","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-117.84268,33.663727,"California",2021,1,"United States of America","OBS1057319763","CLO","Orange","IRWD San Joaquin Marsh & Wildlife Sanctuary, Irvine"
"673","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-115.9383,33.5191,"California",2021,1,"United States of America","OBS1063177471","CLO","Riverside","Salton Sea--North Shore marina"
"674","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-122.25007,37.521053,"California",2021,1,"United States of America","OBS1055641157","CLO","San Mateo","Nob Hill Pond"
"675","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-121.12736,38.699,"California",2021,1,"United States of America","OBS1043331872","CLO","Sacramento","Folsom Lake SRA--Folsom Pt."
"676","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-122.10445,37.459167,"California",2021,1,"United States of America","OBS1041495136","CLO","Santa Clara","Palo Alto Baylands"
"677","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-116.9982,33.097366,"California",2021,1,"United States of America","OBS1042705611","CLO","San Diego","San Diego Zoo Safari Park"
"678","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-118.050735,33.702652,"California",2021,1,"United States of America","OBS1047922163","CLO","Orange","Bolsa Chica Ecological Reserve"
"679","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-121.92359,38.14441,"California",2021,1,"United States of America","OBS1061968609","CLO","Solano","Grizzly Island, Suisun City US-CA 38.14441, -121.92359"
"680","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-121.43949,38.265823,"California",2021,1,"United States of America","OBS1042341575","CLO","Sacramento","Cosumnes River Preserve"
"681","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-118.45351,33.9631,"California",2021,1,"United States of America","OBS1042361221","CLO","Los Angeles","Ballona Creek--Pacific Ave Bridge"
"682","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-124.09461,40.85736,"California",2021,1,"United States of America","OBS1049497052","CLO","Humboldt","Arcata Marsh and Wildlife Sanctuary"
"683","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-118.050735,33.702652,"California",2021,1,"United States of America","OBS1049558487","CLO","Orange","Bolsa Chica Ecological Reserve"
"684","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-120.62001,37.182293,"California",2021,1,"United States of America","OBS1054088081","CLO","Merced","Merced NWR--parking and observation deck"
"685","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-115.91488,33.503365,"California",2021,1,"United States of America","OBS1054942154","CLO","Riverside","Salton Sea SRA--Headquarters and Campground"
"686","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-121.78182,39.381893,"California",2021,1,"United States of America","OBS1053184593","CLO","Butte","Farris Rd."
"687","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-122.05078,39.185154,"California",2021,1,"United States of America","OBS1043695587","CLO","Colusa","Colusa NWR--Auto Tour Route"
"688","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-118.04392,33.696907,"California",2021,1,"United States of America","OBS1052330473","CLO","Orange","Bolsa Chica Ecological Reserve"
"689","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-122.89564,38.030785,"California",2021,1,"United States of America","OBS1051155137","CLO","Marin","Pt. Reyes--Limantour Estuary"
"690","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-117.886734,33.62359,"California",2021,1,"United States of America","OBS1061278755","CLO","Orange","Upper Newport Bay--Back Bay Dr."
"691","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-121.43949,38.265823,"California",2021,1,"United States of America","OBS1048837834","CLO","Sacramento","Cosumnes River Preserve"
"692","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-117.24694,32.978046,"California",2021,1,"United States of America","OBS1048839616","CLO","San Diego","San Dieguito Lagoon--northeast"
"693","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-117.25232,32.932575,"California",2021,1,"United States of America","OBS1055985185","CLO","San Diego","Los Penasquitos Marsh Preserve--Carmel Valley Rd. pullouts"
"694","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-121.83614,39.32288,"California",2021,1,"United States of America","OBS1053098177","CLO","Butte","Gray Lodge Wildlife Area"
"695","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-118.11818,34.79012,"California",2021,1,"United States of America","OBS1053101587","CLO","Los Angeles","Piute Ponds (permit required)"
"696","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-121.41677,38.16197,"California",2021,1,"United States of America","OBS1043800989","CLO","San Joaquin","Woodbridge Rd. (W of I-5)"
"697","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-122.40349,41.59806,"California",2021,1,"United States of America","OBS1044256785","CLO","Siskiyou","Big Springs Lake"
"698","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-122.3118,37.89233,"California",2021,1,"United States of America","OBS1043821485","CLO","Alameda","Albany Mudflats"
"699","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-118.045135,33.696514,"California",2021,1,"United States of America","OBS1060867646","CLO","Orange","Bolsa Chica--walkbridge/inner bay"
"700","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-121.43184,38.275787,"California",2021,1,"United States of America","OBS1053198494","CLO","Sacramento","Desmond Rd."
"701","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-120.801186,37.17521,"California",2021,1,"United States of America","OBS1051525852","CLO","Merced","San Luis National Wildlife Refuge, Dos Palos US-CA 37.17521, -120.80119"
"702","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-117.93952,33.724663,"California",2021,1,"United States of America","OBS1060626955","CLO","Orange","Mile Square Regional Park, Fountain Valley"
"703","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-122.04605,39.188774,"California",2021,1,"United States of America","OBS1053968838","CLO","Colusa","Colusa NWR--observation deck pond"
"704","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-117.238945,32.75642,"California",2021,1,"United States of America","OBS1045903993","CLO","San Diego","San Diego River--Robb Field & mudflats"
"705","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-121.40849,38.26113,"California",2021,1,"United States of America","OBS1043467865","CLO","Sacramento","Cosumnes River Preserve--Tall Forest (limited access)"
"706","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-120.8238,35.34141,"California",2021,1,"United States of America","OBS1044061271","CLO","San Luis Obispo","Park Ridge Trail Parking Area (use for viewing estuary)"
"707","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-122.25007,37.521053,"California",2021,1,"United States of America","OBS1075611870","CLO","San Mateo","Nob Hill Pond"
"708","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-117.17075,33.79393,"California",2021,1,"United States of America","OBS1042459319","CLO","Riverside","Ski Land Lake"
"709","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-118.08245,33.981018,"California",2021,1,"United States of America","OBS1060672794","CLO","Los Angeles","San Gabriel Coastal Basin Spreading Grounds"
"710","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-122.562836,38.122574,"California",2021,1,"United States of America","OBS1050044995","CLO","Marin","Petaluma Marsh WA--Rush Creek Unit (accessed by Binford Rd or Pinheiro Fire Rd)"
"711","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-117.12549,32.573364,"California",2021,1,"United States of America","OBS1045784212","CLO","San Diego","Tijuana Slough NWR--visitor center & adjacent trails"
"712","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-118.6823,34.033386,"California",2021,1,"United States of America","OBS1063488039","CLO","Los Angeles","Malibu Lagoon"
"713","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-121.102615,38.719456,"California",2021,1,"United States of America","OBS1044585762","CLO","El Dorado","Folsom Lake Boat Ramp"
"714","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-121.70091,38.618774,"California",2021,1,"United States of America","OBS1062506977","CLO","Yolo","CR27 fields--CR103 to CR104"
"715","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-121.43949,38.265823,"California",2021,1,"United States of America","OBS1062845700","CLO","Sacramento","Cosumnes River Preserve"
"716","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-124.2106,40.704033,"California",2021,1,"United States of America","OBS1044502767","CLO","Humboldt","US-101 S, Loleta US-CA (40.7040,-124.2106)"
"717","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-124.120964,40.864727,"California",2021,1,"United States of America","OBS1060024462","CLO","Humboldt","Arcata Bottoms--V St. Loop"
"718","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-121.80334,36.735416,"California",2021,1,"United States of America","OBS1052428937","CLO","Monterey","Salinas River NWR"
"719","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-122.146706,37.646587,"California",2021,1,"United States of America","OBS1052442698","CLO","Alameda","Hayward Regional Shoreline--Winton Ave. access and parking area"
"720","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-117.27245,33.003563,"California",2021,1,"United States of America","OBS1050417788","CLO","San Diego","San Elijo Lagoon--Rios Ave. entrance"
"721","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-117.22398,32.79339,"California",2021,1,"United States of America","OBS1047076075","CLO","San Diego","Campland on the Bay--jetty"
"722","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-122.47747,37.80376,"California",2021,1,"United States of America","OBS1054154482","CLO","San Francisco","Presidio--Battery Godfrey"
"723","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-117.27371,33.012005,"California",2021,1,"United States of America","OBS1045393481","CLO","San Diego","San Elijo Lagoon--Nature Center & adjacent trails"
"724","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-120.62027,37.185894,"California",2021,1,"United States of America","OBS1046110483","CLO","Merced","merced national wildlife"
"725","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-122.9353,38.123367,"California",2021,1,"United States of America","OBS1062037289","CLO","Marin","Pt. Reyes--Abbotts Lagoon Trailhead"
"726","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-121.71748,38.665752,"California",2021,1,"United States of America","OBS1062257960","CLO","Yolo","Woodland/Davis WTP"
"727","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-117.06344,32.55091,"California",2021,1,"United States of America","OBS1054652575","CLO","San Diego","Dairy Mart Rd.--south ponds"
"728","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-121.95946,37.438915,"California",2021,1,"United States of America","OBS1054793452","CLO","Santa Clara","Don Edwards NWR--Env. Ed. Ctr. (EEC) and nearby upland areas"
"729","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-117.238945,32.75642,"California",2021,1,"United States of America","OBS1063559434","CLO","San Diego","San Diego River--Robb Field & mudflats"
"730","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-121.43648,38.25985,"California",2021,1,"United States of America","OBS1052245369","CLO","Sacramento","Cosumnes River Preserve--Cosumnes River Walk"
"731","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-119.3753,36.180737,"California",2021,1,"United States of America","OBS1054531272","CLO","Tulare","Tulare WTP"
"732","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-122.314766,37.890327,"California",2021,1,"United States of America","OBS1045420013","CLO","Alameda","McLaughlin Eastshore SP--Albany access"
"733","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-122.0875,37.553764,"California",2021,1,"United States of America","OBS1046644962","CLO","Alameda","Coyote Hills Regional Park"
"734","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-122.1565,39.42844,"California",2021,1,"United States of America","OBS1054231001","CLO","Glenn","Sacramento NWR--Auto Route & Visitor Center"
"735","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-118.38426,37.400764,"California",2021,1,"United States of America","OBS1052422131","CLO","Inyo","Farmer's Pond"
"736","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-122.0875,37.553764,"California",2021,1,"United States of America","OBS1043754415","CLO","Alameda","Coyote Hills Regional Park"
"737","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-118.28692,34.156475,"California",2021,1,"United States of America","OBS1054946588","CLO","Los Angeles","Los Angeles River--Glendale Narrows Riverwalk area"
"738","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-118.117874,33.767723,"California",2021,1,"United States of America","OBS1055300150","CLO","Los Angeles","Sim's Pond Bio Preserve"
"739","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-116.365616,33.766727,"California",2021,1,"United States of America","OBS1055655373","CLO","Riverside","Desert Willow Golf Resort"
"740","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-121.51046,38.632607,"California",2021,1,"United States of America","OBS1055673193","CLO","Sacramento","Tanzanite Park"
"741","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-121.43861,38.94058,"California",2021,1,"United States of America","OBS1057286460","CLO","Sutter","Waltz Rd."
"742","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-122.066,37.43091,"California",2021,1,"United States of America","OBS1047111197","CLO","Santa Clara","Crittenden Marsh (Stevens Creek Nature Study Area)"
"743","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-118.117874,33.767723,"California",2021,1,"United States of America","OBS1044477501","CLO","Los Angeles","Sim's Pond Bio Preserve"
"744","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-117.29333,33.090908,"California",2021,1,"United States of America","OBS1049550481","CLO","San Diego","Batiquitos Lagoon"
"745","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-121.83614,39.32288,"California",2021,1,"United States of America","OBS1049808508","CLO","Butte","Gray Lodge Wildlife Area"
"746","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-122.05078,39.185154,"California",2021,1,"United States of America","OBS1056640891","CLO","Colusa","Colusa NWR--Auto Tour Route"
"747","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-120.62203,37.167942,"California",2021,1,"United States of America","OBS1062469652","CLO","Merced","Merced NWR--Auto Loop"
"748","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-124.09461,40.85736,"California",2021,1,"United States of America","OBS1054188960","CLO","Humboldt","Arcata Marsh and Wildlife Sanctuary"
"749","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-117.22184,32.759228,"California",2021,1,"United States of America","OBS1054054671","CLO","San Diego","San Diego River--estuary (Old Sea World Dr.)"
"750","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-122.3118,37.89233,"California",2021,1,"United States of America","OBS1049013493","CLO","Alameda","Albany Mudflats"
"751","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-122.04418,39.186443,"California",2021,1,"United States of America","OBS1062032520","CLO","Colusa","Colusa NWR"
"752","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-117.238945,32.75642,"California",2021,1,"United States of America","OBS1057451251","CLO","San Diego","San Diego River--Robb Field & mudflats"
"753","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-115.9383,33.5191,"California",2021,1,"United States of America","OBS1051371783","CLO","Riverside","Salton Sea--North Shore marina"
"754","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-121.620804,38.55179,"California",2021,1,"United States of America","OBS1042022960","CLO","Yolo","Yolo Bypass Wildlife Area"
"755","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-119.63583,35.852066,"California",2021,1,"United States of America","OBS1049056283","CLO","Kings","PRIVATE PROPERTY ""H"" ABSOLUTELY NO TRESPASSING!"
"756","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-121.66328,38.07757,"California",2021,1,"United States of America","OBS1057840662","CLO","Contra Costa","Bradford Island"
"757","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-118.08245,33.981018,"California",2021,1,"United States of America","OBS1048024120","CLO","Los Angeles","San Gabriel Coastal Basin Spreading Grounds"
"758","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-122.0875,37.553764,"California",2021,1,"United States of America","OBS1041604643","CLO","Alameda","Coyote Hills Regional Park"
"759","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-122.1565,39.42844,"California",2021,1,"United States of America","OBS1041730274","CLO","Glenn","Sacramento NWR--Auto Route & Visitor Center"
"760","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-120.8238,35.34141,"California",2021,1,"United States of America","OBS1054510272","CLO","San Luis Obispo","Park Ridge Trail Parking Area (use for viewing estuary)"
"761","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-122.18559,39.430298,"California",2021,1,"United States of America","OBS1054887514","CLO","Glenn","Sacramento National Wildlife Refuge, Willows US-CA (39.4303,-122.1856)"
"762","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-118.045395,33.707493,"California",2021,1,"United States of America","OBS1056774182","CLO","Orange","Bolsa Chica--Brightwater area"
"763","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-117.103134,32.619,"California",2021,1,"United States of America","OBS1056809778","CLO","San Diego","Bayfront Park (J St.)"
"764","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-119.26277,34.231674,"California",2021,1,"United States of America","OBS1057235552","CLO","Ventura","Santa Clara River Estuary"
"765","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-124.09441,40.86209,"California",2021,1,"United States of America","OBS1049524630","CLO","Humboldt","Arcata marsh"
"766","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-122.81411,38.07254,"California",2021,1,"United States of America","OBS1047080629","CLO","Marin","Pt. Reyes Station -- Los Reyes Drive -- Giacomini Wetlands"
"767","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-122.25007,37.521053,"California",2021,1,"United States of America","OBS1047851290","CLO","San Mateo","Nob Hill Pond"
"768","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-115.709625,33.07576,"California",2021,1,"United States of America","OBS1062693731","CLO","Imperial","Sonny Bono Salton Sea NWR--Vendel Rd."
"769","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-118.045135,33.696514,"California",2021,1,"United States of America","OBS1042333974","CLO","Orange","Bolsa Chica--walkbridge/inner bay"
"770","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-121.18197,37.67589,"California",2021,1,"United States of America","OBS1051551690","CLO","Stanislaus","San Joaquin River NWR--Ringneck Slough (restricted access)"
"771","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-121.8165,39.320854,"California",2021,1,"United States of America","OBS1058987610","CLO","Butte","Gray Lodge  & Rutherford Rd"
"772","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-117.27245,33.003563,"California",2021,1,"United States of America","OBS1044276375","CLO","San Diego","San Elijo Lagoon--Rios Ave. entrance"
"773","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-122.314766,37.890327,"California",2021,1,"United States of America","OBS1047798851","CLO","Alameda","McLaughlin Eastshore SP--Albany access"
"774","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-121.98824,37.42675,"California",2021,1,"United States of America","OBS1057957525","CLO","Santa Clara","Salt Pond A8"
"775","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-120.75657,38.03322,"California",2021,1,"United States of America","OBS1055914827","CLO","Calaveras","Salt Springs Valley Reservoir"
"776","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-119.08151,34.09919,"California",2021,1,"United States of America","OBS1046998359","CLO","Ventura","Mugu Lagoon--east arm"
"777","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-117.10624,32.58814,"California",2021,1,"United States of America","OBS1055457655","CLO","San Diego","Bayshore Bikeway--13th Street"
"778","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-124.09461,40.85736,"California",2021,1,"United States of America","OBS1056550384","CLO","Humboldt","Arcata Marsh and Wildlife Sanctuary"
"779","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-117.103134,32.619,"California",2021,1,"United States of America","OBS1057964621","CLO","San Diego","Bayfront Park (J St.)"
"780","HUMAN_OBSERVATION","Anas acuta Linnaeus, 1758","Anatidae","Anas",-122.159645,37.672134,"California",2021,1,"United States of America","OBS1060049004","CLO","Alameda","San Lorenzo Creek"
